# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "16" "-s" "2" "-p" "-O" "-F" "SAF" "-a" "../pause_region_analysis/annotations/for_ratio/gene_body_regions.saf" "-o" "../pause_region_analysis/counts/genebody_counts_250down_tes.antisense.txt" "../tmp_forcounts//1_DW1_S10_L006.sorted.bam" "../tmp_forcounts//2_EW1_S11_L006.sorted.bam" "../tmp_forcounts//3_2D1_S12_L006.sorted.bam" "../tmp_forcounts//4_2E1_S13_L006.sorted.bam" "../tmp_forcounts//5_DW2_S14_L006.sorted.bam" "../tmp_forcounts//6_EW2_S15_L006.sorted.bam" "../tmp_forcounts//7_2D2_S16_L006.sorted.bam" "../tmp_forcounts//8_2E2_S17_L006.sorted.bam" "../tmp_forcounts//SOF1_DMSO_U2OS_PRO_1_S3_L002.sorted.bam" "../tmp_forcounts//SOF1_DMSO_U2OS_PRO_2_S7_L002.sorted.bam" "../tmp_forcounts//SOF1_E2_U2OS_PRO_1_S4_L002.sorted.bam" "../tmp_forcounts//SOF1_E2_U2OS_PRO_2_S8_L002.sorted.bam" "../tmp_forcounts//U2OS_DMSO_DBM_1_S22_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_DBM_2_S26_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_SOF3_1_S20_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_SOF3_2_S24_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_DBM_1_S23_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_DBM_2_S27_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_SOF3_1_S21_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_SOF3_2_S25_L007.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../tmp_forcounts//1_DW1_S10_L006.sorted.bam	../tmp_forcounts//2_EW1_S11_L006.sorted.bam	../tmp_forcounts//3_2D1_S12_L006.sorted.bam	../tmp_forcounts//4_2E1_S13_L006.sorted.bam	../tmp_forcounts//5_DW2_S14_L006.sorted.bam	../tmp_forcounts//6_EW2_S15_L006.sorted.bam	../tmp_forcounts//7_2D2_S16_L006.sorted.bam	../tmp_forcounts//8_2E2_S17_L006.sorted.bam	../tmp_forcounts//SOF1_DMSO_U2OS_PRO_1_S3_L002.sorted.bam	../tmp_forcounts//SOF1_DMSO_U2OS_PRO_2_S7_L002.sorted.bam	../tmp_forcounts//SOF1_E2_U2OS_PRO_1_S4_L002.sorted.bam	../tmp_forcounts//SOF1_E2_U2OS_PRO_2_S8_L002.sorted.bam	../tmp_forcounts//U2OS_DMSO_DBM_1_S22_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_DBM_2_S26_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_SOF3_1_S20_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_SOF3_2_S24_L007.sorted.bam	../tmp_forcounts//U2OS_E2_DBM_1_S23_L007.sorted.bam	../tmp_forcounts//U2OS_E2_DBM_2_S27_L007.sorted.bam	../tmp_forcounts//U2OS_E2_SOF3_1_S21_L007.sorted.bam	../tmp_forcounts//U2OS_E2_SOF3_2_S25_L007.sorted.bam
NM_014177.3	chr18	74148772	74160531	+	11760	387	425	562	616	520	487	370	384	189	213	195	207	371	292	493	447	265	250	543	513
NM_148923.4	chr18	74250845	74291713	-	40869	275	263	447	479	296	247	300	361	197	282	167	119	290	226	473	552	212	199	357	338
NM_018235.3	chr18	74496612	74523454	+	26843	1943	1916	2441	2161	2046	1828	1616	1488	960	805	885	700	1462	998	1587	1232	937	717	1564	1530
NM_175907.6	chr18	75195112	75208889	-	13778	1041	932	1362	1030	1142	1062	871	804	403	423	379	346	810	530	738	589	583	477	798	768
NM_001037331.3	chr18	75409475	75427453	-	17979	2	0	4	1	1	2	1	1	0	0	0	0	0	0	0	0	1	0	0	1
NM_001480.4	chr18	77250097	77277900	+	27804	3	3	16	7	11	6	3	3	0	0	3	0	0	0	9	6	1	2	2	9
NM_171999.4	chr18	78980067	78998969	+	18903	10	10	23	12	10	6	13	17	10	7	7	5	10	6	15	19	4	12	8	12
NM_025078.5	chr18	79902419	79951403	-	48985	651	639	927	953	742	607	610	621	294	295	304	266	408	289	462	400	283	280	530	530
NM_001136180.2	chr18	79964892	79970822	+	5931	2	3	10	6	1	3	7	3	0	0	0	0	0	0	5	4	0	2	7	10
NM_006701.5	chr18	79970812	79988313	-	17502	1224	1342	1764	1802	1351	1351	1259	1221	540	578	554	484	1019	764	1256	1082	774	682	1292	1423
NM_024805.3	chr18	80034683	80050651	+	15969	900	965	1317	1469	923	969	877	967	414	448	362	308	653	447	789	588	394	423	836	773
NM_014913.4	chr18	80109511	80140346	+	30836	2875	3059	5165	4607	3274	3142	3218	2924	999	1095	1098	868	2233	1714	2989	2543	1793	1535	3136	3062
NM_001007525.5	chr19	16720096	16817953	+	97858	135	145	194	233	153	139	116	159	18	15	39	22	44	36	87	84	28	18	119	105
NM_019112.4	chr19	1040356	1065572	+	25217	142	160	245	234	164	144	145	162	102	82	103	86	129	100	173	112	104	84	129	155
NM_001039846.2	chr19	2097164	2099590	+	2427	2	3	1	6	4	3	4	4	0	1	0	0	0	3	3	2	0	2	1	0
NM_002068.4	chr19	3136282	3163749	+	27468	55	46	76	57	65	44	50	47	11	17	29	27	37	23	66	47	36	39	89	74
NM_001393985.1	chr19	4182938	4224814	+	41877	182	125	261	237	168	174	176	143	59	82	93	53	128	101	83	76	73	74	90	111
NM_002850.4	chr19	5205507	5340562	-	135056	3046	2909	4724	4206	3218	2836	2875	2942	1483	1398	1569	1263	2241	1539	2496	2138	1499	1358	2617	2757
NM_020714.3	chr19	12576099	12610563	-	34465	316	327	436	414	320	311	266	223	182	198	179	175	289	206	325	326	225	180	382	374
NM_013939.2	chr19	15728273	15729052	+	780	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000215.4	chr19	17824781	17847732	-	22952	337	272	427	334	372	249	236	243	122	133	160	95	199	135	116	104	130	116	96	114
NM_001492.6	chr19	18868544	18895908	-	27365	143	110	224	165	124	106	140	146	16	64	52	36	39	35	75	89	33	23	97	93
NM_021267.5	chr19	18868544	18895908	-	27365	143	110	224	165	124	106	140	146	16	64	52	36	39	35	75	89	33	23	97	93
NM_031218.4	chr19	19901195	19935575	+	34381	193	217	121	98	225	249	92	56	107	129	110	92	238	169	54	18	187	165	29	39
NM_203282.4	chr19	24087436	24129968	+	42533	348	338	440	430	372	355	353	300	144	139	170	160	366	254	328	240	306	295	310	324
NM_014717.3	chr19	30372633	30558059	+	185427	246	223	304	327	325	237	212	209	140	163	174	109	273	157	223	167	210	164	232	210
NM_001025591.4	chr19	34590643	34676909	-	86267	345	447	665	620	423	422	459	385	150	160	185	141	312	238	398	365	245	220	363	400
NM_001863.5	chr19	35648572	35658782	+	10211	359	450	556	533	473	464	394	376	269	242	254	226	418	286	346	355	302	328	405	371
NM_001322917.1	chr19	36687861	36721336	+	33476	636	760	802	982	725	809	530	627	333	332	385	316	723	490	789	684	595	473	844	724
NM_001172690.2	chr19	37738301	37779336	-	41036	284	319	425	385	284	325	281	248	161	150	152	144	291	275	317	303	215	207	343	350
NM_001436.4	chr19	39834457	39846129	-	11673	366	455	527	547	446	496	310	401	184	234	245	172	346	185	298	297	259	239	294	333
NM_024707.3	chr19	45079509	45091518	+	12010	607	688	915	899	700	682	497	577	434	369	383	399	656	456	654	504	467	376	604	661
NM_005500.3	chr19	47131084	47210636	+	79553	3764	3864	5417	5179	4139	3759	3183	3422	1805	1698	1866	1577	3328	2301	3228	2856	2427	2085	3398	3368
NM_001184900.3	chr19	48208085	48255662	-	47578	1065	930	1556	1569	1012	1025	980	1033	614	476	551	411	1123	749	831	725	781	749	921	822
NM_001161748.2	chr19	51379908	51387724	-	7817	4	3	8	1	13	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001004301.4	chr19	53467982	53496255	+	28274	630	671	1070	991	693	671	716	560	256	274	269	229	512	361	569	423	375	309	563	659
NM_001370215.1	chr19	56595551	56624486	+	28936	210	236	408	468	282	254	294	313	230	197	200	134	366	178	378	347	210	173	346	349
NM_152677.4	chr19	57669184	57679152	+	9969	4	22	12	16	8	21	8	2	5	8	2	1	3	2	55	29	1	2	54	41
NM_194460.3	chr19	647525	662964	-	15440	494	472	527	564	528	445	382	461	201	253	237	238	373	228	357	288	225	201	337	423
NM_032551.5	chr19	917582	921005	+	3424	1	3	5	8	5	3	4	1	2	6	1	2	2	0	1	2	3	2	2	3
NM_020695.4	chr19	1815247	1848233	-	32987	1425	1397	1720	1627	1494	1257	1062	1256	583	738	675	691	909	612	992	784	691	569	1265	1280
NM_001319.7	chr19	1941421	1981338	+	39918	1015	924	1086	1067	1018	881	690	819	465	481	497	371	592	442	574	416	421	354	566	641
NM_032482.3	chr19	2164182	2232578	+	68397	2144	2404	2797	2801	2347	2188	1639	2128	1022	904	1066	882	1354	991	1267	1050	966	776	1410	1593
NM_052847.3	chr19	2511218	2702444	-	191227	3436	3394	4921	4292	3850	3448	2992	3059	2032	2212	2342	1831	3732	2562	2638	2393	2844	2601	3337	3277
NM_003260.5	chr19	2997643	3029030	-	31388	214	213	335	226	263	189	208	193	241	161	145	160	270	211	213	172	161	170	200	224
NM_021938.4	chr19	3224910	3297076	+	72167	622	555	945	753	645	526	494	486	259	254	308	293	521	302	461	400	370	331	538	655
NM_001245002.2	chr19	3366832	3469217	+	102386	3753	4072	6168	6524	4099	3954	3979	4547	1813	1921	2219	1775	3074	2222	3314	2757	1985	1811	3967	4280
NM_012398.3	chr19	3630182	3700218	-	70037	1188	1149	1575	1440	1202	1012	939	1025	626	647	633	550	861	624	731	577	547	491	857	906
NM_015898.4	chr19	4043302	4066649	-	23348	1184	1164	1832	1578	1278	1133	1006	1223	605	615	703	553	803	630	809	669	599	468	875	1003
NM_001013841.2	chr19	4324042	4338577	-	14536	26	21	39	30	23	18	23	30	11	13	0	2	20	15	17	25	14	18	13	8
NM_025241.3	chr19	4445005	4457544	-	12540	690	670	790	812	696	601	549	521	306	340	328	216	434	266	322	303	297	226	342	315
NM_139159.5	chr19	4675226	4723592	-	48367	1505	1572	2246	2045	1673	1505	1378	1357	699	790	742	589	1109	851	1263	1063	869	752	1353	1238
NM_005817.5	chr19	4838340	4867417	-	29078	955	883	1304	1332	950	795	862	912	428	497	474	368	669	545	630	552	480	454	697	715
NM_015015.3	chr19	4969362	5153598	+	184237	2542	3103	2948	3712	2746	2930	1813	2661	1341	1516	1818	1348	2340	1611	1859	1544	1583	1399	3222	3348
NM_001201338.2	chr19	5623332	5668478	+	45147	1783	1982	2349	2448	1972	1931	1459	1597	978	902	957	785	1597	1161	1666	1410	1179	1019	1779	1766
NM_152784.4	chr19	5720886	5778734	+	57849	123	126	164	189	139	146	122	110	59	36	58	39	101	55	105	105	92	52	102	153
NM_175614.5	chr19	5894674	5903540	-	8867	324	309	369	354	320	308	247	321	145	189	183	110	247	163	242	205	183	175	256	298
NM_000635.4	chr19	5993163	6110250	-	117088	1238	1131	1601	1257	1350	1196	928	901	500	501	599	502	809	634	740	628	692	564	710	713
NM_030924.5	chr19	6135916	6193091	+	57176	11	15	30	22	15	13	12	23	0	1	2	1	3	4	5	2	1	1	4	6
NM_001366299.1	chr19	6413101	6424561	-	11461	947	953	1412	1192	913	881	772	871	438	355	473	386	633	457	759	625	468	345	811	820
NM_000064.4	chr19	6677703	6720400	-	42698	35	68	110	165	46	66	53	140	20	22	21	29	33	18	9	8	9	20	105	81
NM_005428.4	chr19	6772957	6857361	+	84405	339	351	628	501	371	291	345	337	135	113	166	121	252	197	211	253	183	183	310	246
NM_024341.3	chr19	7069952	7087968	+	18017	1102	1285	1406	1443	1221	1237	887	882	521	514	535	436	881	682	889	960	688	653	887	1021
NM_000208.4	chr19	7112264	7294164	-	181901	1008	1057	1300	1191	1229	1029	737	741	533	499	511	456	874	657	798	788	632	551	816	939
NM_001367823.1	chr19	7349186	7472478	+	123293	2299	2479	2560	2384	2482	2325	1628	1726	897	977	1078	853	1512	1096	1644	1559	1199	1050	2052	1946
NM_020902.2	chr19	7596112	7618304	+	22193	83	84	167	107	132	91	70	93	54	53	63	30	63	45	49	84	34	24	76	79
NM_001159944.3	chr19	7830467	7864976	+	34510	178	180	292	214	223	167	162	137	163	89	92	60	140	118	145	105	115	85	150	148
NM_001419.3	chr19	7958572	8005391	-	46820	1534	1673	2090	2086	1663	1611	1294	1482	831	1044	839	719	1488	1043	1663	1513	960	934	1800	1863
NM_032447.5	chr19	8065401	8149342	-	83942	74	75	94	86	70	59	64	38	45	52	41	19	61	55	60	60	29	47	87	69
NM_024552.3	chr19	8209619	8262421	+	52803	717	658	858	843	751	638	550	585	350	357	385	313	540	481	616	536	361	289	707	737
NM_001378600.1	chr19	8630882	8681151	+	50270	75	143	110	99	108	109	49	79	37	48	64	39	81	54	198	207	60	55	321	255
NM_001401501.2	chr19	8848843	9010159	-	161317	39	33	94	63	78	41	36	35	5	4	13	14	9	11	54	36	4	7	44	67
NM_198535.3	chr19	9291139	9309588	-	18450	597	587	710	628	631	603	442	375	309	318	302	224	636	502	1327	1246	489	483	1079	1121
NM_001008727.5	chr19	9560328	9584254	-	23927	1370	1542	1781	1832	1611	1583	1268	1154	575	576	584	566	1162	765	1229	955	836	731	1280	1304
NM_015719.4	chr19	9959560	10010254	-	50695	174	186	241	223	204	205	149	123	105	92	63	66	131	103	254	190	87	53	203	225
NM_018381.4	chr19	10086566	10093243	+	6678	45	59	130	113	52	67	77	69	31	19	23	19	45	24	64	56	27	14	64	53
NM_031917.3	chr19	10092337	10102428	-	10092	20	10	28	34	29	18	14	17	6	0	5	0	16	8	25	16	11	14	20	22
NM_004230.4	chr19	10221432	10231081	-	9650	171	176	250	228	185	182	177	142	90	48	99	80	98	102	87	77	88	68	169	167
NM_003331.5	chr19	10350532	10380322	-	29791	367	412	465	550	384	400	295	334	226	150	238	216	324	223	365	329	272	181	335	402
NM_001005361.3	chr19	10718328	10831903	+	113576	1985	1995	2487	2401	2045	1951	1744	1692	1101	1088	1177	1013	1860	1203	1589	1409	1247	1102	1787	1844
NM_199141.2	chr19	10871802	10923075	+	51274	654	666	933	845	757	699	593	647	331	329	360	287	570	389	557	422	381	271	506	530
NM_003072.5	chr19	10961279	11062273	+	100995	2294	2386	3274	3079	2643	2409	2152	2033	1273	1238	1124	954	1941	1363	2211	1764	1452	1171	2240	2213
NM_001035223.4	chr19	11394059	11419064	-	25006	12	18	18	21	23	10	11	15	4	13	4	3	3	9	0	1	7	7	4	1
NM_144566.3	chr19	11925356	11950763	+	25408	834	854	1069	1167	911	879	754	755	364	312	306	289	634	503	824	795	514	365	850	821
NM_003437.5	chr19	12163345	12189871	+	26527	711	694	935	857	763	734	631	530	279	285	302	302	561	455	548	570	461	521	665	738
NM_145276.3	chr19	12317476	12333383	-	15908	63	70	94	63	63	54	37	33	28	31	37	20	53	38	74	74	44	38	74	56
NM_001382241.1	chr19	12699200	12723682	-	24483	1375	1539	2120	2006	1708	1419	1317	1561	649	824	827	579	1201	801	1099	999	779	685	1385	1241
NM_014975.3	chr19	12838764	12874952	+	36189	313	339	675	555	375	268	362	356	148	248	171	132	300	179	311	304	196	167	283	349
NM_001136035.4	chr19	13104906	13116490	-	11585	265	252	329	349	319	265	218	236	132	140	122	112	230	146	234	193	154	162	223	242
NM_001127222.2	chr19	13206441	13506229	-	299789	890	815	1851	1627	970	810	1232	1043	337	344	366	294	623	460	523	476	508	440	504	512
NM_030818.4	chr19	13748144	13763289	+	15146	678	728	1071	993	820	702	596	633	427	451	511	331	754	582	649	603	580	507	741	785
NM_001345843.2	chr19	13882347	13905867	-	23521	223	273	338	369	219	238	227	205	97	65	64	89	154	111	190	184	107	98	217	183
NM_014921.5	chr19	14147742	14205919	-	58178	1177	1072	1673	1535	1264	1009	1008	918	588	710	675	528	884	605	876	716	573	441	906	918
NM_005804.4	chr19	14408797	14419091	-	10295	639	693	1044	954	720	670	606	734	448	461	416	346	604	444	648	549	408	401	609	641
NM_138501.6	chr19	14529843	14565980	+	36138	676	615	1109	1158	759	598	800	822	440	476	346	319	604	441	685	580	431	346	740	711
NM_001370485.4	chr19	14798514	14834935	-	36422	129	378	422	906	203	430	226	491	61	103	154	101	88	63	58	35	62	47	111	99
NM_005370.5	chr19	16112138	16134234	+	22097	548	601	690	777	618	547	506	513	342	377	370	276	574	366	436	412	284	243	557	448
NM_001258374.3	chr19	16355246	16471720	-	116475	1663	1940	2145	2166	1907	1844	1281	1568	991	971	1072	789	1611	1108	1483	1194	1184	941	1713	1787
NM_032207.4	chr19	16496643	16521352	+	24710	117	130	184	179	133	147	125	155	85	112	89	68	119	94	134	123	79	70	156	134
NM_015692.5	chr19	16892950	17026560	-	133611	153	160	250	254	154	162	163	174	51	94	60	27	80	52	192	158	43	54	211	248
NM_004145.4	chr19	17076026	17213286	+	137261	2703	2661	3522	3381	3006	2672	2138	2295	1234	1099	1524	1171	2016	1373	2183	1818	1461	1246	2427	2348
NM_024527.5	chr19	17292130	17303175	-	11046	104	121	190	154	154	83	90	127	59	77	67	60	110	77	133	71	75	59	86	108
NM_024656.4	chr19	17555898	17583157	+	27260	485	518	739	751	584	510	472	494	247	225	201	190	360	278	319	332	232	162	324	341
NM_001098818.4	chr19	18207964	18226188	-	18225	59	48	122	117	49	62	52	52	5	3	14	6	24	34	47	48	28	12	50	52
NM_017712.4	chr19	18340847	18369950	+	29104	239	288	258	363	256	280	167	235	87	106	148	105	174	127	179	177	113	108	289	267
NM_006532.4	chr19	18442662	18521820	-	79159	1592	1609	2058	1940	1773	1542	1238	1243	748	788	820	621	1117	754	1030	746	794	691	1133	1156
NM_015321.3	chr19	18683929	18782333	+	98405	2217	2401	3010	2890	2543	2287	2004	1987	1092	1138	1209	936	1656	1229	1773	1376	1189	908	1729	1948
NM_001017392.5	chr19	18990892	19033267	-	42376	1141	1243	1625	1716	1336	1188	977	1078	559	655	632	472	909	723	1368	1206	677	526	1422	1649
NM_017814.3	chr19	19119168	19138228	-	19061	104	99	166	172	111	101	81	130	88	66	85	53	130	109	95	98	72	75	112	132
NM_001001524.3	chr19	19264365	19273051	-	8687	57	60	86	97	59	59	72	62	34	31	57	22	37	16	31	15	23	16	44	26
NM_198537.4	chr19	19529160	19537581	+	8422	625	623	740	739	646	544	457	561	349	295	304	266	411	275	451	328	300	170	387	427
NM_020410.3	chr19	19645197	19663426	-	18230	428	437	553	570	377	437	351	392	218	256	240	139	331	242	333	324	231	189	406	379
NM_052852.4	chr19	20167463	20200488	+	33026	8	7	27	13	14	13	8	9	4	9	1	0	0	2	1	1	1	1	5	1
NM_182515.4	chr19	21082452	21125094	+	42643	45	27	48	40	66	32	20	20	5	25	28	15	35	20	45	28	28	16	37	33
NM_001355237.2	chr19	21359249	21388582	+	29334	429	433	551	532	460	416	371	338	196	159	188	173	439	278	193	170	321	324	185	133
NM_173531.4	chr19	21722770	21767329	-	44560	529	622	774	748	611	615	464	460	263	182	216	167	529	346	582	545	366	410	555	576
NM_001098626.2	chr19	22391018	22422096	-	31079	9	10	20	8	13	7	10	10	0	0	0	1	2	0	0	2	5	1	1	1
NM_003796.3	chr19	29942488	30016612	+	74125	2677	3004	3381	3735	3128	3177	2030	2344	848	877	1005	810	2164	1677	2079	1935	1607	1511	2423	2143
NM_020856.4	chr19	31274944	31349186	-	74243	2181	1939	2517	2126	2489	1970	1586	1445	917	856	977	1012	1741	1277	1541	1448	1249	1079	1609	1813
NM_001136156.2	chr19	32345859	32387667	+	41809	1985	2308	3044	2818	2204	2333	1874	1753	770	794	822	819	1904	1254	1635	1503	1436	1281	1854	1799
NM_032139.3	chr19	32597005	32674930	-	77926	1510	1463	2033	2059	1767	1569	1439	1362	862	883	903	764	1463	1166	1350	1200	1060	932	1238	1284
NM_001366102.1	chr19	32720016	32829580	+	109565	43	36	94	71	61	36	27	44	10	19	17	13	17	9	18	14	13	5	15	24
NM_032816.5	chr19	32875924	32971708	-	95785	1107	1161	1696	1762	1292	1157	1141	1076	528	678	570	433	1095	772	987	910	723	614	1055	1122
NM_033103.5	chr19	32978591	33064638	-	86048	1134	1130	1587	1502	1255	1093	1074	957	723	617	636	600	1013	741	980	938	779	713	1113	1136
NM_173479.4	chr19	33132363	33175799	+	43437	181	171	234	240	201	180	152	153	95	65	84	55	127	107	104	72	90	88	104	120
NM_000285.4	chr19	33386949	33521541	-	134593	1952	1994	2600	2507	2091	1857	1569	1734	892	908	993	740	1456	1073	1242	1057	1164	926	1300	1403
NM_001127895.2	chr19	33622202	33773506	+	151305	209	241	334	391	231	173	203	237	65	67	93	85	102	76	157	137	93	65	202	211
NM_015578.4	chr19	34172753	34229288	+	56536	2277	2286	2967	2985	2497	2357	1919	2010	803	920	951	761	2273	1593	1981	1578	1583	1433	2044	2076
NM_014686.5	chr19	34254803	34355566	+	100764	2849	2736	2963	2696	2943	2689	1826	1876	1185	1169	1127	1160	2406	1773	2188	1841	1691	1565	2252	2135
NM_139284.3	chr19	35124512	35134809	-	10298	299	256	475	398	326	249	220	253	92	95	125	74	287	176	164	154	165	159	187	201
NM_205834.4	chr19	35249251	35267964	+	18714	1259	1326	1129	1243	1326	1207	799	966	684	608	815	527	848	627	659	669	576	519	1011	935
NM_001366178.1	chr19	35775813	35788822	+	13010	333	313	626	581	401	332	400	409	156	213	148	98	239	141	277	147	164	137	222	253
NM_152658.3	chr19	36034983	36054035	-	19053	308	305	426	352	331	280	233	246	172	226	148	133	361	232	334	309	211	232	290	307
NM_020951.5	chr19	36543612	36573042	-	29431	487	796	569	933	547	831	385	594	261	194	262	302	456	318	435	381	394	359	675	628
NM_206894.4	chr19	36817427	36838137	-	20711	366	374	469	505	462	420	289	295	207	191	274	184	496	278	427	302	337	270	359	337
NM_144689.5	chr19	37078682	37130368	+	51687	554	645	729	744	661	710	520	478	412	471	390	373	945	622	710	744	549	613	672	749
NM_001387601.1	chr19	37218463	37248740	+	30278	914	1007	1247	1252	1112	1033	864	824	395	446	419	366	963	664	839	731	743	683	841	848
NM_001353803.2	chr19	37334898	37364447	+	29550	591	662	692	802	699	651	434	503	313	365	376	332	562	384	567	491	431	386	505	597
NM_144694.5	chr19	37469605	37488652	+	19048	150	187	187	193	184	191	127	136	89	124	113	58	219	154	160	138	155	137	176	111
NM_015073.3	chr19	37907457	38208369	+	300913	3390	3365	4587	4056	3675	3251	2823	2872	1312	1514	1599	1267	2486	1896	2229	1903	1942	1595	2493	2212
NM_021102.4	chr19	38264822	38292615	+	27794	110	127	175	154	139	112	97	109	9	42	33	8	46	22	31	37	39	40	55	57
NM_174905.4	chr19	38403342	38409084	+	5743	139	109	137	125	117	88	66	88	55	81	36	51	87	44	62	60	56	44	79	58
NM_000540.3	chr19	38433940	38587564	+	153625	573	611	789	681	705	622	504	486	249	210	256	197	442	324	337	294	268	233	333	339
NM_004924.6	chr19	38647898	38731589	+	83692	5481	6144	7781	7260	5899	5798	4575	4859	2915	3140	3398	2544	4950	3636	4874	3919	3567	3102	5688	5853
NM_017827.4	chr19	38915265	38930513	-	15249	905	989	1362	1154	962	908	795	863	547	629	560	455	845	647	766	606	499	492	790	818
NM_001111020.3	chr19	39445831	39476670	+	30840	812	906	960	1034	946	733	620	791	468	477	480	385	657	504	497	501	455	436	570	599
NM_006503.4	chr19	39971414	39981764	+	10351	360	331	440	473	360	387	262	325	196	233	205	184	312	231	280	243	270	187	313	328
NM_001626.6	chr19	40230316	40285095	-	54780	1653	1541	2009	1904	1648	1550	1271	1330	936	958	884	720	1261	944	1165	1095	966	863	1270	1235
NM_012268.4	chr19	40348944	40378485	+	29542	456	427	565	607	484	423	338	400	375	331	291	213	421	340	431	344	277	297	434	406
NM_020971.3	chr19	40467250	40576464	+	109215	782	686	1050	891	867	716	564	609	250	186	244	208	398	327	370	305	375	277	392	385
NM_004596.5	chr19	40751452	40765389	+	13938	1243	1356	1789	1783	1363	1339	1148	1050	647	634	601	494	923	669	833	695	761	586	1008	1013
NM_007040.6	chr19	41264621	41307787	+	43167	3982	4116	5481	5455	4386	4123	3374	3592	2026	2013	1907	1674	3533	2554	3173	2898	2504	2156	3351	3583
NM_000709.4	chr19	41398067	41425002	+	26936	903	971	1454	1107	1020	998	812	819	631	566	656	433	901	621	754	719	633	538	759	828
NM_001291485.2	chr19	41673302	41688020	-	14719	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_133328.4	chr19	42198597	42217427	-	18831	509	387	635	593	486	446	383	380	309	234	227	202	383	301	257	202	219	201	234	219
NM_001271938.2	chr19	42325884	42378765	+	52882	1228	1213	1491	1523	1390	1121	949	993	441	476	559	460	844	568	581	518	582	419	638	681
NM_021016.4	chr19	42721641	42740231	-	18591	15	38	35	35	29	65	19	16	16	17	18	4	60	17	28	15	33	63	30	34
NM_002784.5	chr19	43253281	43269280	-	16000	57	232	106	178	72	234	36	125	30	36	87	78	50	44	43	36	68	78	237	165
NM_014297.5	chr19	43506718	43526951	-	20234	663	643	974	1103	695	680	697	666	395	420	420	439	716	563	774	603	559	543	814	805
NM_002250.3	chr19	43766532	43780723	-	14192	1231	1097	2058	1832	1289	1128	1256	1144	473	455	491	326	654	467	945	769	506	411	839	963
NM_001032373.2	chr19	44165349	44177685	+	12337	845	938	1230	1133	972	1027	755	699	406	452	482	486	878	625	792	679	659	693	848	799
NM_004234.4	chr19	44286347	44304775	-	18429	175	182	274	262	204	203	173	128	118	143	131	107	278	167	251	219	161	160	220	203
NM_014518.4	chr19	44426253	44448222	-	21970	12	4	11	11	11	1	9	12	0	1	0	4	1	4	3	0	3	0	2	8
NM_001294.4	chr19	44955629	44993341	+	37713	1556	1460	1896	2001	1577	1519	1277	1467	814	825	946	742	1228	816	1068	943	902	719	1179	1083
NM_001382422.1	chr19	45212369	45245157	-	32789	194	176	290	281	216	180	141	167	11	49	31	24	32	38	17	22	25	13	35	56
NM_177417.3	chr19	45340999	45351519	+	10521	15	23	35	41	35	13	45	23	10	2	9	10	13	7	21	24	15	14	22	15
NM_000400.4	chr19	45349836	45370323	-	20488	413	449	708	652	464	400	385	507	279	222	222	168	343	249	341	264	272	210	286	333
NM_012155.4	chr19	45609399	45639147	-	29749	801	761	1201	1013	751	666	754	727	232	245	301	265	514	393	645	489	407	319	595	523
NM_001310124.2	chr19	45733688	45764541	+	30854	22	12	29	27	19	12	16	21	1	1	2	5	2	2	3	2	6	1	15	6
NM_001267723.2	chr19	45995716	46018616	+	22901	384	361	555	574	436	378	372	391	295	278	261	270	374	239	321	312	253	314	328	359
NM_004491.5	chr19	46861246	47005077	+	143832	3399	3372	4859	4648	3620	3434	3116	3124	1597	1693	1707	1476	3061	2368	3351	3070	2202	1993	3492	3433
NM_001736.4	chr19	47310110	47322066	+	11957	313	301	519	474	361	315	328	281	122	177	177	128	263	181	236	165	225	163	270	260
NM_015063.3	chr19	47428016	47471643	-	43628	321	354	565	402	407	340	320	279	153	221	216	188	291	197	179	173	184	190	157	217
NM_000554.6	chr19	47822186	47843324	+	21139	5	4	13	7	5	1	7	8	0	0	0	3	0	0	1	2	2	0	10	0
NM_001128326.2	chr19	47968045	47991920	-	23876	3	5	15	9	11	9	11	5	3	0	2	0	5	1	5	8	0	3	6	0
NM_003706.3	chr19	48047845	48110567	-	62723	196	223	315	364	225	232	196	197	47	114	72	55	137	84	68	87	94	93	62	111
NM_012451.4	chr19	48364616	48376377	+	11762	63	45	120	124	64	48	66	62	17	15	24	21	32	19	41	18	18	19	23	27
NM_001388485.1	chr19	48485270	48511585	-	26316	189	161	476	363	223	187	248	203	118	124	125	53	206	122	91	75	130	96	88	139
